"business_id","name","address","city","state","postal_code","phone_number"
"34292","MARMADUKE'S","4206 POPLAR LEVEL RD","LOUISVILLE","KY","40213","(502) 452-1390"
"34295","FIESTA MEXICAN #3","4507 BARDSTOWN RD","LOUISVILLE","KY","40218","(502) 491-2982"
"34301","WILDWOOD COUNTRY CLUB KITCHEN","5000 BARDSTOWN RD","LOUISVILLE","KY","40291","(502) 499-1261"
"34305","HUNGRY PELICAN","5412 BARDSTOWN RD","LOUISVILLE","KY","40291","(502) 239-7145"
"34307","FERN BOWL SNACK BAR/LOUNGE","5518 BARDSTOWN RD","LOUISVILLE","KY","40291","(502) 239-6210"
"34318","DOMINO'S PIZZA #1422","3951 TAYLORSVILLE RD","LOUISVILLE","KY","40220","(502) 456-4705"
"34320","ANNIE'S PIZZA","2520 PORTLAND AVE","LOUISVILLE","KY","40212","(502) 776-2377"
"34326","CENTERSTONE","600 S PRESTON ST","LOUISVILLE","KY","40202","(502) 583-3951"
"34335","GODFATHER II","5000 PRESTON HWY","LOUISVILLE","KY","40213","(502) 964-9610"
"34351","TRIXIE'S","6114 PRESTON HWY","LOUISVILLE","KY","40219","(502) 969-6199"
"34358","EL NOPAL","6300 BARDSTOWN RD","LOUISVILLE","KY","40291","(502) 231-4249"
"34363","PIZZA HUT #013416","7509 PRESTON HWY","LOUISVILLE","KY","40219","(502) 964-5986"
"34366","ARBY'S #325","7708 PRESTON HWY","LOUISVILLE","KY","40219","(502) 968-6921"
"34371","GOLDEN BUDDHA RESTAURANT","8000 PRESTON HWY","LOUISVILLE","KY","40219","(502) 968-7700"
"34372","BEARNO'S LITTLE SICILY","8019 PRESTON HWY","LOUISVILLE","KY","40219","(502) 968-6060"
"34379","A&W ROOT BEER LONG JOHN SILVERS","8315 PRESTON HWY","LOUISVILLE","KY","40219","(502) 969-2206"
"34380","DOMINO'S PIZZA #1427","8404 PRESTON HWY","LOUISVILLE","KY","40219","(502) 969-5291"
"34381","MOBY DICK","6332 BARDSTOWN RD","LOUISVILLE","KY","40291","(502) 239-4827"
"34393","TWO LANE LIQUOR & BAR","9702 BARDSTOWN RD","LOUISVILLE","KY","40291","(502) 239-1018"
"34396","HUNTING CREEK COUNTRY CLUB","6807 FOXCRAFT RD","PROSPECT","KY","40059","(502) 228-1106"
"34398","LAZER BLAZE","4121 SHELBYVILLE RD","LOUISVILLE","KY","40207","(502) 895-3462"
"34406","WAFFLE HOUSE #353","4706 PRESTON HWY","LOUISVILLE","KY","40213","(502) 968-7697"
"34453","FERN CREEK BALLPARK CONCESSION","8703 FERNDALE RD","LOUISVILLE","KY","40291","(502) 231-1727"
"34455","CAPTAIN D'S #3615","5232 BARDSTOWN RD","LOUISVILLE","KY","40219","(502) 499-7189"
"34471","AERO CLUB","3333 ROGER E SCHUPP ST","LOUISVILLE","KY","40205","(502) 456-9707"
"34493","OWL CREEK COMM. SNACK BAR","10607 HOBBS STATION RD","LOUISVILLE","KY","40223","(502) 244-2550"
"34512","QUICK WOK","801 W BROADWAY","LOUISVILLE","KY","40203","(502) 584-6519"
"34526","PLEHN'S BAKERY","3940 SHELBYVILLE RD","LOUISVILLE","KY","40207","(502) 895-8223"
"34573","BROWNSBORO PARK COMMUNITY","2960 GOOSE CREEK RD","LOUISVILLE","KY","40222","(502) 425-3446"
"34581","AUDUBON COUNTRY CLUB","3265 ROBIN RD","LOUISVILLE","KY","40213","(502) 636-1331"
"34592","DIZZY WHIZ #1","217 W ST. CATHERINE ST","LOUISVILLE","KY","40203","(502) 583-3828"
"34602","SENECA GOLF COURSE SNACK BAR","2300 PEE WEE REESE RD","LOUISVILLE","KY","40205","(502) 458-9248"
"34624","PIZZA HUT #013415","4211 SHELBYVILLE RD","LOUISVILLE","KY","40207","(502) 895-4518"
"34628","ORIENTAL HOUSE","4302 SHELBYVILLE RD","LOUISVILLE","KY","40207","(502) 897-1017"
"34630","AMERICAN LEGION","4610 SHELBYVILLE RD","LOUISVILLE","KY","40207","(502) 896-4734"
"34632","OUTBACK STEAKHOUSE","4621 SHELBYVILLE RD","LOUISVILLE","KY","40207","(502) 895-4329"
"34635","FRISCH'S BIG BOY #154","4800 SHELBYVILLE RD","LOUISVILLE","KY","40207","(502) 897-9818"
"34636","MOBY DICK","4848 SHELBYVILLE RD","LOUISVILLE","KY","40207","(502) 897-0614"
"34643","AMVETS POST 9","1567 S SHELBY ST","LOUISVILLE","KY","40217","(502) 637-1900"
"34648","LE RELAIS","2817 TAYLORSVILLE RD","LOUISVILLE","KY","40205","(502) 451-9020"
"34667","HURSTBOURNE COUNTRY CLUB","9000 HURSTBOURNE CLUB LN","LOUISVILLE","KY","40222","(502) 425-6094"
"34674","HOMETOWN PIZZA","11804 SHELBYVILLE RD","LOUISVILLE","KY","40243","(502) 244-3638"
"34675","DAIRY QUEEN","11806 SHELBYVILLE RD","LOUISVILLE","KY","40243","(502) 245-0800"
"34676","MOBY DICK","12012 SHELBYVILLE RD","LOUISVILLE","KY","40243","(502) 244-2879"
"34679","RUMORS","12339 SHELBYVILLE RD","LOUISVILLE","KY","40243","(502) 245-0366"
"34680","MCDONALD'S #16","12341 SHELBYVILLE RD","LOUISVILLE","KY","40243","(502) 245-1717"
"34681","MIDLAND TRAIL GOLF COURSE","15360 SHELBYVILLE RD","LOUISVILLE","KY","40223","(502) 245-0223"
"34685","ROBBEN'S ROOST","5906 SIX MILE LN","LOUISVILLE","KY","40220","(502) 491-7178"
"34687","SOUTH PARK COUNTRY CLUB","915 S PARK RD","LOUISVILLE","KY","40118","(502) 969-7125"
"34692","KENBOWL LANES","7021 SOUTHSIDE DR","LOUISVILLE","KY","40214","(502) 631-1732"
"34696","SPRING STREET BAR & GRILL","300 S SPRING ST","LOUISVILLE","KY","40206","(502) 584-6630"
"34716","GOLDEN STAR","3458 TAYLOR BLVD","LOUISVILLE","KY","40215","(502) 368-1833"
"34720","WYANDOTTE TAVERN","3700 TAYLOR BLVD","LOUISVILLE","KY","40215","(502) 363-9165"
"34729","BEARNO'S","2900 TAYLORSVILLE RD","LOUISVILLE","KY","40205","(502) 458-8605"
"34736","HIKES POINT BAR & LOUNGE","3937 TAYLORSVILLE RD","LOUISVILLE","KY","40220","(502) 451-6137"
"34760","OUTLOOK INN","916 BAXTER AVE","LOUISVILLE","KY","40204","(502) 583-4661"
"34763","KFC","10224 TAYLORSVILLE RD","LOUISVILLE","KY","40299","(502) 267-0589"
"34773","FOXY LADY","1715 BERRY BLVD","LOUISVILLE","KY","40215","(502) 366-3273"
"34779","LAKESIDE CLUB","2010 TREVILIAN WAY","LOUISVILLE","KY","40205","(502) 454-4585"
"34783","LOUISVILLE COUNTRY CLUB","25 MOCKINGBIRD VALLEY TRAIL","LOUISVILLE","KY","40207","(502) 896-1721"
"34786","KINGFISH #2","3021 UPPER RIVER RD","LOUISVILLE","KY","40207","(502) 895-0544"
"34788","LOUISVILLE BOAT CLUB / MAIN KITCHEN","4200 RIVER RD","LOUISVILLE","KY","40207","(502) 896-0375"
"34789","LOUISVILLE BOAT CLUB SNACK BAR","4200 RIVER RD","LOUISVILLE","KY","40207","(502) 896-0375"
"34791","RIVER VALLEY CLUB","4701 UPPER RIVER RD","LOUISVILLE","KY","40222","(502) 564-3070"
"34792","CUNNINGHAM'S CREEKSIDE","6301 UPPER RIVER RD","HARRODS CREEK","KY","40027","(502) 228-3625"
"34800","COACH LAMP RESTAURANT & PUB","751 VINE ST","LOUISVILLE","KY","40204","(502) 583-9165"
"34802","KNIGHTS OF COLUMBUS","4417 RIVER RD","LOUISVILLE","KY","40207","(502) 893-2220"
"34811","LEE'S RESTAURANT","1941 BISHOP LN","LOUISVILLE","KY","40218","(502) 456-9714"
"34812","ORIENTAL STAR","4212 BISHOP LN","LOUISVILLE","KY","40218","(502) 452-9898"
"34814","WAFFLE HOUSE #179","4320 BISHOP LN","LOUISVILLE","KY","40218","(502) 458-6434"
"34817","VFW POST 1181","6518 BLEVINS GAP RD","LOUISVILLE","KY","40272","(502) 937-9066"
"34827","BONNYCASTLE CLUB","1951 BONNYCASTLE AVE","LOUISVILLE","KY","40205","(502) 451-3299"
"34833","GALT CAFE MAGNOLIA","140 N 4TH ST","LOUISVILLE","KY","40202","(502) 589-5200"
"34835","GALT AL J'S & THELMA'S DELI","140 N 4TH ST","LOUISVILLE","KY","40202","(502) 589-5200"
"34844","MOBY DICK","2700 S 3RD ST","LOUISVILLE","KY","40208","(502) 636-2848"
"34845","KFC","5462 NEW CUT RD","LOUISVILLE","KY","40214","(502) 366-4136"
"34846","SUBURBAN SOCIAL CLUB INC.","3901 S 3RD ST","LOUISVILLE","KY","40214","(502) 368-3161"
"34855","SHENANIGAN'S","1611 NORRIS PLACE","LOUISVILLE","KY","40205","(502) 454-3919"
"34857","SHAWNEE GOLF COURSE","460 NORTHWESTERN PKWY","LOUISVILLE","KY","40212","(502) 775-9384"
"34866","CRAVINGS","101 S 5TH ST","LOUISVILLE","KY","40202","(502) 584-6846"
"34875","VFW POST OKOLONA","4205 LAMBERT RD","LOUISVILLE","KY","40219","(502) 964-7182"
"34882","CEDAR RIDGE CAMP & RETREAT CNT","4010 ROUTT RD","LOUISVILLE","KY","40299","(502) 267-5848"
"34884","HURSTBOURNE CC SNACK BAR","9000 HURSTBOURNE CLUB LN","LOUISVILLE","KY","40222","(502) 425-0094"
"34896","ARBY'S #263","3615 BARDSTOWN RD","LOUISVILLE","KY","40218","(502) 459-7458"
"34897","FRISCH'S BIG BOY #153","1710 LINCOLN AVE","LOUISVILLE","KY","40213","(502) 451-9880"
"34898","PESTO'S ITALIAN RESTAURANT","566 S 5TH ST","LOUISVILLE","KY","40203","(502) 584-0567"
"34899","BOB EVANS #51","9797 BLAIRWOOD RD","LOUISVILLE","KY","40222","(502) 423-0236"
"34918","IROQUOIS VFW POST #6182","992 LONGFIELD AVE","LOUISVILLE","KY","40215","(502) 363-9387"
"34923","OLLIE'S TROLLEY #9","978 S 3RD ST","LOUISVILLE","KY","40203","(502) 583-5214"
"34933","MOBY DICK","3802 DIXIE HWY","LOUISVILLE","KY","40216","(502) 447-5448"
"34944","610 MAGNOLIA","610 W MAGNOLIA ST","LOUISVILLE","KY","40208","(502) 636-0783"
"34955","BEARNO'S BY THE BRIDGE","133 W MAIN ST","LOUISVILLE","KY","40202","(502) 584-7720"
"34973","OLIVE GARDEN #1327","1320 S HURSTBOURNE PKWY","LOUISVILLE","KY","40222","(502) 339-7190"
"34977","WHITE CASTLE #7","105 E MARKET ST","LOUISVILLE","KY","40202","(502) 583-0466"
"34996","LOS AZTECAS","530 W MAIN ST","LOUISVILLE","KY","40202","(502) 561-8535"
"35015","CHARLIE VETTINER GOLF COURSE","10207 MARY DELL LN","LOUISVILLE","KY","40299","(502) 267-9958"
"35019","CAPORAL II","2209 MEADOW DR","LOUISVILLE","KY","40218","(502) 473-7840"
"35028","CAPTAIN D'S #3517","3801 OAKLAWN DR","LOUISVILLE","KY","40219","(502) 968-5119"
"35038","STRIKE AND SPARE FAMILY FUN CENTER","6220 OLD SHEPHERDSVILLE RD","LOUISVILLE","KY","40228","(502) 968-2695"
"35052","BUCK'S","425 W ORMSBY AVE","LOUISVILLE","KY","40203","(502) 637-5284"
"35056","OWL CREEK COUNTRY CLUB","12400 N OSAGE DR","LOUISVILLE","KY","40223","(502) 245-4157"
"35058","FRATERNAL ORDER OF EAGLES #2173","201 OUTER LOOP","LOUISVILLE","KY","40214","(502) 363-3241"
"35059","NACHBAR","969 CHARLES ST","LOUISVILLE","KY","40204","(502) 636-3509"
"35063","CHEROKEE GOLF COURSE","2501 ALEXANDER RD","LOUISVILLE","KY","40204","(502) 458-1450"
"35070","BODY SHOP","421 W CHESTNUT ST","LOUISVILLE","KY","40202","(502) 589-5621"
"35079","JOCKEY CLUB SUITES","700 CENTRAL AVE","LOUISVILLE","KY","40208","(502) 638-3925"
"35085","AMERICAN LEGION DIXIE POST 2","2107 CRUMS LN","LOUISVILLE","KY","40216","(502) 447-9058"
"35086","HIGHVIEW YOUTH SPORTS","6415 OUTER LOOP","LOUISVILLE","KY","40219","(502) 299-3380"
"35088","PIZZA HUT #013427","6800 OUTER LOOP","LOUISVILLE","KY","40228","(502) 238-7615"
"35095","BOBBY NICHOLS GOLF COURSE","4301 E PAGES LN","LOUISVILLE","KY","40272","(502) 937-9051"
"35109","WHITE CASTLE #11","1922 S 7TH ST","LOUISVILLE","KY","40208","(502) 535-6047"
